name,address,lat,lng, type
PVOil Đông Hà,Quốc lộ 1A TP. Đông Hà,16.823456,107.112345,VinFast DC 60kW
Nghĩa trang Liệt sỹ Quốc gia Trường Sơn,Xã Vĩnh Trường H. Gio Linh,16.956789,106.967890,VinFast AC 11kW
PVOil Vĩnh Linh,TT. Hồ Xá H. Vĩnh Linh,17.067890,107.034567,VinFast DC 60kW
PVOil Gio Linh,TT. Gio Linh H. Gio Linh,16.923456,107.101234,VinFast DC 60kW
PVOil Triệu Phong,TT. Ái Tử H. Triệu Phong,16.789012,107.145678,VinFast DC 60kW
PVOil Hải Lăng,TT. Diên Sanh H. Hải Lăng,16.678901,107.234567,VinFast DC 60kW
PVOil Cam Lộ,TT. Cam Lộ H. Cam Lộ,16.812345,107.012345,VinFast DC 60kW
PVOil Đakrông,TT. Krông Klang H. Đakrông,16.656789,106.789012,VinFast DC 60kW
PVOil Hướng Hóa (Khe Sanh),TT. Khe Sanh H. Hướng Hóa,16.634567,106.734567,VinFast DC 60kW
Cửa khẩu Lao Bảo,TT. Lao Bảo H. Hướng Hóa,16.612345,106.589012,VinFast DC 60kW
VinFast Showroom Quảng Trị,Hùng Vương TP. Đông Hà,16.815678,107.104567,VinFast DC 60kW
Sepon Boutique Resort,Biển Cửa Việt Gio Linh,16.901234,107.167890,VinFast AC 11kW
Địa đạo Vịnh Mốc,Xã Vĩnh Thạch H. Vĩnh Linh,17.045678,107.123456,VinFast AC 11kW
Khách sạn Sài Gòn Đông Hà,1 Bùi Thị Xuân TP. Đông Hà,16.808901,107.102345,VinFast DC 30kW
Thánh địa La Vang,Xã Hải Phú H. Hải Lăng,16.701234,107.189012,VinFast AC 11kW
Thành Cổ Quảng Trị,P. 2 Thị xã Quảng Trị,16.756789,107.201234,VinFast AC 11kW
Cầu Hiền Lương - Sông Bến Hải,Xã Hiền Lương Vĩnh Linh,17.001234,107.056789,VinFast AC 11kW
PVOil Cồn Cỏ,Đảo Cồn Cỏ Quảng Trị,17.156789,107.345678,VinFast AC 11kW
Trung tâm Văn hóa Tỉnh,P. 1 TP. Đông Hà,16.813456,107.098901,VinFast AC 11kW
Bến xe Đông Hà,P. Đông Lễ TP. Đông Hà,16.802345,107.112345,VinFast DC 30kW
PVOil Cửa Việt,TT. Cửa Việt H. Gio Linh,16.890123,107.156789,VinFast DC 30kW
Chợ Đông Hà,P. 1 TP. Đông Hà,16.816789,107.105678,VinFast AC 11kW
PVOil Cam Lộ (Cao tốc),Nút giao Cam Lộ - La Sơn,16.789012,106.989012,VinFast DC 150kW
Vincom Plaza Huế,50A Hùng Vương P. Phú Nhuận TP. Huế,16.467890,107.598901,VinFast DC 30kW
Vinpearl Hotel Huế,50A Hùng Vương P. Phú Nhuận TP. Huế,16.468901,107.597890,VinFast DC 60kW
PVOil Phú Bài,P. Phú Bài TX. Hương Thủy,16.389012,107.678901,VinFast DC 150kW
Laguna Lăng Cô (Angsana/Banyan Tree),Xã Lộc Vĩnh H. Phú Lộc,16.289012,108.012345,Eboost AC 22kW
PVOil Hương Trà,P. Tứ Hạ TX. Hương Trà,16.534567,107.489012,VinFast DC 60kW
PVOil Phong Điền,TT. Phong Điền H. Phong Điền,16.589012,107.412345,VinFast DC 60kW
PVOil Phú Lộc (Lăng Cô),TT. Lăng Cô H. Phú Lộc,16.234567,108.067890,VinFast DC 60kW
Sân bay Quốc tế Phú Bài,TX. Hương Thủy Huế,16.401234,107.701234,VinFast DC 60kW
GO! Huế (Big C),P. Phú Hội TP. Huế,16.465678,107.601234,VinFast DC 60kW
PVOil Quảng Điền,TT. Sịa H. Quảng Điền,16.567890,107.545678,VinFast DC 60kW
PVOil A Lưới,TT. A Lưới H. A Lưới,16.212345,107.267890,VinFast DC 60kW
PVOil Phú Vang,TT. Phú Đa H. Phú Vang,16.412345,107.656789,VinFast DC 60kW
PVOil Nam Đông,TT. Khe Tre H. Nam Đông,16.156789,107.712345,VinFast DC 60kW
VinFast Showroom Huế,100 Phạm Văn Đồng TP. Huế,16.478901,107.612345,VinFast DC 60kW
Resort Vedana Lagoon,Xã Phú Lộc H. Phú Lộc,16.345678,107.890123,Eboost AC 11kW
Khu nghỉ dưỡng Kawara My An Onsen,Xã Phú Dương H. Phú Vang,16.501234,107.634567,VinFast AC 11kW
Khách sạn Indochine Palace,105A Hùng Vương TP. Huế,16.463456,107.594567,VinFast DC 30kW
Lăng Tự Đức (Bãi xe),P. Thủy Xuân TP. Huế,16.434567,107.567890,VinFast AC 11kW
Chùa Thiên Mụ (Bãi xe),P. Hương Long TP. Huế,16.456789,107.545678,VinFast AC 11kW
Alba Wellness Resort,Xã Phong Sơn H. Phong Điền,16.523456,107.423456,VinFast AC 11kW
Bệnh viện Trung ương Huế,16 Lê Lợi TP. Huế,16.468901,107.591234,VinFast DC 30kW
Đại nội Huế (Cửa Hiển Nhơn),TP. Huế,16.471234,107.581234,VinFast AC 11kW
Bến xe Phía Nam Huế,P. An Đông TP. Huế,16.445678,107.612345,VinFast DC 30kW
PVOil La Sơn (Cao tốc),Nút giao La Sơn Phú Lộc,16.256789,107.812345,VinFast DC 150kW
Sân Golf Laguna Lăng Cô,Xã Lộc Vĩnh H. Phú Lộc,16.290123,108.014567,VinFast AC 11kW
Vincom Center Metropolis,29 Liễu Giai P. Ngọc Khánh Q. Ba Đình Hà Nội,21.0321,105.8154,AC & DC (Hầm B3/B4)
Big C Thăng Long (GO!),222 Trần Duy Hưng P. Trung Hòa Q. Cầu Giấy Hà Nội,21.0075,105.7962,DC Sạc Nhanh
Aeon Mall Long Biên,75 Đường Cổ Linh Q. Long Biên Hà Nội,21.0274,105.8997,Sạc NL Mặt Trời
VinFast Thăng Long,68 Trịnh Văn Bô P. Phương Canh Q. Nam Từ Liêm Hà Nội,21.0348,105.7412,Trung tâm 3S
Dreamland Bonanza,23 Phố Duy Tân P. Dịch Vọng Hậu Q. Cầu Giấy Hà Nội,21.0291,105.7834,DC 20kW (Hầm B2)
Royal City,72A Nguyễn Trãi P. Thượng Đình Q. Thanh Xuân Hà Nội,21.0029,105.8156,Hầm B3-B5
VinFast Hà Đông,948 Quang Trung P. Yên Nghĩa Q. Hà Đông Hà Nội,20.9542,105.7563,Trục QL6
Khách sạn Phú Sơn,Đường Phúc Sơn P. Vũ Ninh TP. Bắc Ninh,21.1925,106.0722,DC 30kW & AC 11kW
Phoenix Tower,26 Lý Thái Tổ P. Đại Phúc TP. Bắc Ninh,21.1795,106.0658,AC 11kW (Hầm)
Vincom Plaza Lý Thái Tổ,Ngã 6 Lý Thái Tổ P. Đại Phúc TP. Bắc Ninh,21.1802,106.0625,DC 60kW/30kW
Chung cư Lotus Central,30 Lý Thái Tổ P. Ninh Xá TP. Bắc Ninh,21.1780,106.0632,20kW & 3.5kW
NQ Hà Văn Long,206A Âu Cơ P. Kinh Bắc TP. Bắc Ninh,21.1850,106.0550,AC 11kW
NQ Phạm Văn Trưởng,80 Ngô Quyền P. Kinh Bắc TP. Bắc Ninh,21.1885,106.0582,AC 11kW
Vincom Plaza Thanh Hóa,27 Trần Phú P. Điện Biên TP. Thanh Hóa,19.8065,105.7768,Trung tâm TP
Petrolimex Số 10,Phường Nam Ngạn TP. Thanh Hóa,19.8205,105.7850,DC 60kW (Trạm xăng)
Khách sạn Lam Kinh,Đại lộ Lê Lợi P. Đông Hương TP. Thanh Hóa,19.8102,105.7955,DC 120kW Superhub
Vinhomes Star City,9 Hàm Nghi P. Đông Hương TP. Thanh Hóa,19.8150,105.7980,DC 60kW (20 cổng)
PVOIL Bà Triệu,Đường Bà Triệu TP. Thanh Hóa,19.8005,105.7702,DC Sạc Nhanh
VinFast Chevrolet Vinh,Đường 72m P. Hà Huy Tập TP. Vinh Nghệ An,18.6925,105.6750,DC 250kW Siêu tốc
VP Viettel Nghệ An,Đại lộ Lenin TP. Vinh Nghệ An,18.6850,105.6820,DC 60kW
KS Sài Gòn Kim Liên,25 Quang Trung P. Quang Trung TP. Vinh Nghệ An,18.6735,105.6780,60kW & 20kW
Vinh Lotus Residence,Phường Quang Trung TP. Vinh Nghệ An,18.6750,105.6765,Chung cư cao tầng
NQ An Thắng,10 Hải Thượng Lãn Ông P. Hưng Lộc TP. Vinh Nghệ An,18.6880,105.6950,DC 120kW Tư nhân
PVOIL Hưng Lộc,10 Hải Thượng Lãn Ông Xã Hưng Lộc TP. Vinh Nghệ An,18.6882,105.6955,DC 120kW
Depot GSM Vinh,Đường Xô Viết Nghệ Tĩnh Xã Nghi Phú TP. Vinh Nghệ An,18.7050,105.6850,Hub Taxi Xanh SM
VinFast - Vincom Plaza Đà Nẵng,910A Ngô Quyền An Hải Bắc Sơn Trà Đà Nẵng,16.0714,108.2305,DC 60kW AC 11kW
VinFast - Vinmec Đà Nẵng,Đường 30 Tháng 4 Hòa Cường Bắc Hải Châu,16.0350,108.2200,DC 60kW AC 11kW
VinFast - PVOIL Miền Trung Lê Văn Hiến,Đường Lê Văn Hiến Q. Ngũ Hành Sơn,16.0150,108.2450,DC 60kW
VinFast - CHXD Hòa Khánh Số 08,KCN Hòa Khánh Q. Liên Chiểu,16.0850,108.1500,DC 60kW
Marriott Resort & Spa Đà Nẵng,23 Trường Sa Hòa Hải Ngũ Hành Sơn,15.9980,108.2650,AC 22kW
VinFast - NQ Công Ty HMT,152 Duy Tân Q. Hải Châu,16.0500,108.2150,DC 60kW
VinFast - Showroom VinFast Hải Châu,115 Nguyễn Văn Linh Nam Dương Hải Châu,16.0605,108.2180,DC 180kW
VinFast - CHXD PVOIL Số 09 Liên Chiểu,Nguyễn Lương Bằng Hòa Khánh Bắc Liên Chiểu,16.0900,108.1400,DC 60kW
VinFast - NQ Phan Đức Tú,A6 Phú Gia Compound 144 Ông Ích Khiêm,16.0750,108.2100,AC 7.4kW
VinFast - NQ Nguyễn Công Cường,40/2 Nguyễn Thiện Kế Sơn Trà,16.0680,108.2350,AC 7.4kW
VinFast - NQ Ngô Thị Vân Anh,613 Nguyễn Tất Thành Thanh Khê,16.0780,108.1900,AC 11kW
VinFast - Bãi xe 117 Trần Quý Khoách,117 Trần Quý Khoách Hòa Minh Liên Chiểu,16.0800,108.1600,DC 30kW
VinFast - M696+RFG Nguyễn Thị Minh Khai,Nguyễn Thị Minh Khai TT. Đông Phú Quế Sơn,15.6000,108.2000,DC 60kW
VinFast - CHXD PVOIL Kỳ Lý,Quốc lộ 1A Xã Tam Đàn Phú Ninh,15.6200,108.4500,DC 180kW/60kW
VinFast - NQ Nguyễn Lê Hương,493/6 Phan Bội Châu P. Tân Thạnh Tam Kỳ,15.5700,108.4700,AC 7.4kW
VinFast - NQ Ngô Anh Tuấn,42 Nguyễn Đình Chiểu P. An Mỹ Tam Kỳ,15.5650,108.4800,AC 7.4kW
VinFast - NQ HKD Nguyễn Anh Tuấn,Đường ĐT 614 Quảng Nam,15.5800,108.4000,DC 60kW
VinFast - CHXD Số 3 PETEC Quảng Nam,158 Nguyễn Tất Thành Hội An,15.8800,108.3300,DC 60kW
VinFast - Vinpearl Resort & Golf Nam Hội An,Xã Bình Dương Huyện Thăng Bình,15.7700,108.4300,DC 120kW/AC 22kW
VinFast - Showroom VinFast Quảng Nam,308 Hùng Vương P. An Mỹ Tam Kỳ,15.5600,108.4800,DC 60kW
VinFast - CHXD Petrolimex Số 18,QL1A Bình Nguyên Thăng Bình,15.7000,108.4000,DC 180kW
VinFast - VinWonders Nam Hội An,Bình Minh Thăng Bình,15.7600,108.4200,DC 60kW
VinFast - CHXD PVOIL Nghĩa Chánh,QL1A Đường Bà Triệu TP. Quảng Ngãi,15.1150,108.8050,DC 60kW
VinFast - CHXD PVOIL Trần Phú,Đường Hai Bà Trưng TP. Quảng Ngãi,15.1200,108.7900,DC 60kW
VinFast - NQ FAST+ HKD Lê Hiếu,472 Phan Đình Phùng TP. Quảng Ngãi,15.1250,108.7950,DC 60kW
VinFast - CHXD PVOIL Liên Hiệp,QL24B Thôn Liên Hiệp P. Trương Quang Trọng,15.1400,108.7800,DC 60kW
VinFast - Vincom Plaza Quảng Ngãi (Hầm B1),26 Lê Thánh Tôn TP. Quảng Ngãi,15.1220,108.8020,DC 80kW
VinFast - Khách sạn Cẩm Thành,22 Quang Trung P. Nghĩa Lộ TP. Quảng Ngãi,15.1180,108.8000,AC 22kW
VinFast - Cửa hàng xăng dầu Petrolimex Đ. Đông 2,Thôn Đại An Nghĩa Hành,15.0500,108.7500,DC 60kW
VinFast - CHXD PVOIL Bình Sơn,QL1A Bình Sơn,15.3000,108.7000,DC 60kW
VinFast - Showroom VinFast Quảng Ngãi,02 Lê Thánh Tôn Nghĩa Chánh,15.1200,108.8050,DC 30kW
VinFast - Bãi xe Khách sạn Trung tâm,TP. Quảng Ngãi,15.1200,108.8000,AC 11kW
VinFast - Go! Quy Nhơn (Kim Cúc Plaza),Khu đô thị xanh Vũng Chua P. Ghềnh Ráng Quy Nhơn,13.7545,109.2079,DC 60kW
VinFast - CHXD PVOIL Số 2 Bình Định,Km34+600 QL19 Thôn 2 Xã Tây Sơn,13.9100,108.9500,DC 60kW
VinFast - CHXD PVOIL Đập Đá (Số 6),Thôn An Long 2 Xã Canh Vinh Vân Canh,13.6800,109.0500,DC 60kW
VinFast - CHXD PVOIL Số 4,92 Đào Tấn Xã Tuy Phước H. Tuy Phước,13.8200,109.1500,DC 60kW
VinFast - CHXD PVOIL Số 3,Thôn Hưng Nghĩa Xã Tuy Phước,13.8100,109.1600,DC 60kW
VinFast - CHXD PVOIL Số 5,Cụm CN Phước An Xã Phước An,13.8300,109.1200,DC 60kW
VinFast - W4G3+H33 Nhơn An,Xã Nhơn An TX. An Nhơn,13.9260,109.1035,DC 60kW
VinFast - CHXD Petrolimex Số 18,Ngã 3 Phú Tài Quy Nhơn,13.7700,109.1500,DC 180kW
VinFast - FLC Quy Nhơn,Nhơn Lý Quy Nhơn,13.9800,109.2700,AC 22kW/DC 30kW
VinFast - Showroom VinFast Bình Định,Tây Sơn Quy Nhơn,13.7600,109.2100,DC 60kW
VinFast - CHXD Phương Linh,QL1A Hoài Nhơn,14.4500,109.0000,DC 60kW
VinFast - Vincom Plaza Tuy Hòa,Ngã 4 Hùng Vương - Trần Phú P. 7 TP. Tuy Hòa,13.0950,109.3050,DC 60kW/AC 11kW
VinFast - Khách sạn Kaya,238 Đại Lộ Hùng Vương P. 7 TP. Tuy Hòa,13.0900,109.3000,AC 11kW/DC 30kW
VinFast - CHXD PVOIL An Phú,KM 1322+350 QL1A TP. Tuy Hòa,13.1500,109.2800,DC 120kW/60kW
VinFast - CHXD Số 2 Phước Mỹ,Thôn Thanh Long Xã Phước Mỹ TX. Sông Cầu,13.5000,109.2000,DC 120kW/60kW
VinFast - NQ Hồ Phương Nam,Lô A92 KP Hưng Phú P.5 Tuy Hòa,13.0800,109.3100,AC 11kW
VinFast - Văn phòng Viettel Phú Yên,TP. Tuy Hòa,13.0900,109.3100,DC 60kW
VinFast - CHXD PVOIL Sông Cầu,QL1D Xuân Hải Sông Cầu,13.5500,109.2200,DC 60kW
VinFast - Trạm dừng nghỉ AStop,QL1A Xuân Lộc Sông Cầu,13.6000,109.1800,DC 180kW
VinFast - Showroom VinFast Phú Yên,Đại lộ Hùng Vương Tuy Hòa,13.1000,109.3000,DC 30kW
VinFast - NQ Khách sạn Sala,Độc Lập P.7 Tuy Hòa,13.0950,109.3100,AC 22kW
VinFast - Vincom Plaza Trần Phú,78-80 Trần Phú Lộc Thọ Nha Trang,12.2350,109.1960,DC 60kW
VinFast - Vincom Plaza Thái Nguyên,60 Thái Nguyên Phương Sài Nha Trang,12.2500,109.1850,DC 60kW
VinFast - Vincom+ Ninh Hòa,Đường 2/4 P. Ninh Hiệp TX. Ninh Hòa,12.4800,109.1200,DC 30kW
VinFast - Vincom Cam Ranh,2069 Đại lộ Hùng Vương Cam Ranh,11.9200,109.1500,DC 60kW/AC 11kW
VinFast - Cảng Vinpearl Nhà Ga 1,Vĩnh Nguyên Nha Trang,12.2100,109.2100,DC 150kW
VinFast - Depot GSM Nha Trang,Vĩnh Nguyên Nha Trang,12.2150,109.2050,DC 60kW/11kW
VinFast - MM Mega Market Nha Trang,Đường 23/10 Vĩnh Trung Nha Trang,12.2450,109.1700,DC 60kW
VinFast - CHXD Petrolimex Số 36,18F Thủy Xưởng Phương Sơn Nha Trang,12.2500,109.1800,DC 60kW
VinFast - CHXD Phước Quang,QL26 TX. Ninh Hòa,12.4500,109.1000,DC 60kW
VinFast - Bãi đỗ xe tư nhân Phước Lâm,Thôn Phước Lâm Ninh Xuân Ninh Hòa,12.4600,109.0800,AC 11kW
VinFast - Bãi đỗ xe Minh Anh,Cao tốc 01 Xã Vĩnh Trung Nha Trang,12.2400,109.1600,DC 60kW
VinFast - NQ Công ty Hải My,Trần Phú Vĩnh Nguyên Nha Trang,12.2200,109.2000,AC 22kW
VinFast - PVOIL Ninh Phước (Ninh Thuận),QL1A Km1562 Xã Bình Quý H. Ninh Phước,11.5400,108.9533,DC 60kW
VinFast - Vincom Plaza Phan Rang,122 Đường 16/4 P. Mỹ Hải Phan Rang-Tháp Chàm,11.5600,109.0000,DC 250kW/30kW
VinFast - Vincom+ Ninh Thuận,122 Đường 16/4 Phan Rang,11.5600,109.0000,DC 60kW
VinFast - NQ HKD Nắng Vàng,Thôn Long Bình 1 Xã An Hải Ninh Phước,11.5300,109.0200,DC 60kW/20kW
VinFast - NQ Phan Thanh Hoàng,Xã Phước Hữu Ninh Phước,11.5200,108.9800,AC 7.4kW
VinFast - Trạm dừng chân Thiên Thảo,QL1A Thuận Hòa Phước Thuận Ninh Phước,11.5500,108.9600,DC 30kW
VinFast - PVOIL Sông Phan (Bình Thuận),QL1A Km1745 Xã Sông Phan Hàm Tân,10.8500,107.8500,DC 60kW
VinFast - PVOIL Tân Thuận,ĐT 712 Thôn Hiệp Lễ Hàm Thuận Nam,10.6800,107.8000,DC 60kW
VinFast - TTC World Tà Cú,TT. Thuận Nam Hàm Thuận Nam,10.8200,107.8800,DC 60kW
VinFast - PVOIL Vũng Tàu Số 27,Xã Bình Châu (Giáp ranh),10.6000,107.5000,DC 60kW
VinFast - NQ Fast+ Võ Thị Yến,59 Nguyễn Bỉnh Khiêm P. Phú Thủy Phan Thiết,10.9300,108.1100,AC 11kW
VinFast - Bãi xe Châu Văn Liêm,47 Châu Văn Liêm P. Phú Thủy Phan Thiết,10.9350,108.1050,DC 60kW
VinFast - PVOIL BT Số 5B,Trần Quý Cáp P. Đức Long Phan Thiết,10.9200,108.0800,DC 120kW/60kW
VinFast - Bãi đỗ xe Hàm Thắng,Phan Huy Ích Xã Hàm Thắng Hàm Thuận Bắc,10.9500,108.1000,DC 60kW
VinFast - Vincom Plaza Kon Tum,2 Phan Đình Phùng P. Quyết Thắng Kon Tum,14.3500,108.0000,DC 250kW/60kW
VinFast - PVOIL Trung Tín,ĐT 675 TP. Kon Tum,14.3800,107.9500,DC 60kW
VinFast - PVOIL MT Plei Kần 01,Thôn 4 Huyện Ngọc Hồi Kon Tum,14.6500,107.6000,DC 180kW/60kW
VinFast - Trạm dừng nghỉ Đồi Sao Mai,Xã Hòa Bình Kon Tum,14.3000,107.9800,DC 150kW/60kW
VinFast - NQ Đặng Thị Thu Thủy,128 Mai Hắc Đế P. Duy Tân Kon Tum,14.3600,107.9900,AC 11kW
VinFast - NQ Hoàng Minh Tân,336 Trần Phú P. Quang Trung Kon Tum,14.3400,108.0100,AC 11kW
VinFast - PVOIL Đăk Mar,QL14E Xã Đắk Mar Đắk Hà,14.4800,107.9000,DC 60kW
VinFast - Khách sạn T&T Măng Đen,Thôn Măng Đen Xã Đắk Long Kon Plông,14.6000,108.2800,DC 60kW
VinFast - NQ Phan Thế Vinh,Thôn 9 TT. Đắk Rve Kon Rẫy,14.4500,108.1500,AC 11kW
VinFast - NQ Cty Sanh Kim Gia Lai,396 Lý Thái Tổ P. Yên Đỗ Pleiku Gia Lai,13.9800,108.0000,DC 120kW
VinFast - Viettel Gia Lai,TP. Pleiku Gia Lai,13.9700,108.0100,DC 20kW
VinFast - PVOIL Chư Sê,QL25 Thôn 1 Xã La Blang Chư Sê,13.6000,108.1000,DC 60kW
VinFast - PVOIL Chư Pưh,QL14 Thôn Plei Dư Xã Ia Hrú,13.5000,108.0500,DC 60kW
VinFast - PVOIL An Khê,TX. An Khê Gia Lai,13.9500,108.6500,DC 60kW
VinFast - NQ Nguyễn Văn Đang,Thôn 1 Pờ Tó Ia Pa,13.3000,108.5000,AC 11kW
VinFast - Chư Đang Ya,Chư Păh Gia Lai,14.0854,108.0387,DC
VinFast - Khu Tiểu thủ CN Diên Phú,Pleiku Gia Lai,13.9450,108.0000,DC
VinFast - TT Đăng kiểm 4705D,Thôn 15 H. Krông Búk Đắk Lắk,12.8500,108.2000,DC 250kW/60kW
VinFast - CHXD Buôn Hồ,Km 1740+900 Đường HCM TX. Buôn Hồ,12.9000,108.2500,DC 60kW
VinFast - PVOIL Số 13,QL26 Thôn 4 Xã Ea Pil M'Drắk,12.7000,108.7000,DC 60kW
VinFast - Trạm dừng nghỉ Đắk Nuê,Thôn Yên Thành 1 Lắk Đắk Lắk,12.4000,108.1500,DC 120kW/80kW
VinFast - NQ Đặng Thị Nga,186 Giải Phóng Buôn Ma Thuột,12.6800,108.0500,DC 30kW
VinFast - PVOIL VT Số 20,ĐT 682 Thôn Đức Lễ Đắk Mil Đắk Nông,12.4500,107.6000,DC 250kW/60kW
VinFast - Bưu cục cấp 1 Đắk Nông,25 Huỳnh Thúc Kháng Gia Nghĩa,11.9900,107.6900,DC 30kW
VinFast - NQ Cao Nguyên Xanh Smart,608 Nguyễn Tất Thành Gia Nghĩa,11.9800,107.6800,DC 120kW/60kW
VinFast - PVOIL Saigon Petroleum Vân Nam,Tổ dân phố 8 Gia Nghĩa,12.0000,107.7000,DC 60kW
VinFast - NQ Cty TNHH Trạm Sạc KĐC,85 Nguyễn Chí Thanh Đắk Mil,12.4400,107.6200,DC 120kW/60kW
VinFast - Trạm sạc Bến xe Đắk Song,TT. Đức An Đắk Song Đắk Nông,12.2500,107.5500,DC 120kW
VinFast - NQ Đoàn Văn Sỹ,Tổ 3 TT. Đức An Đắk Song,12.2400,107.5600,AC 11kW
VinFast - Vincom Plaza Bảo Lộc,83 Lê Hồng Phong P.1 Bảo Lộc,11.5450,107.8100,DC 60kW/30kW
VinFast - Bãi xe Nhà hàng Sáu Lục,Xã Đạ Rsal Huyện Đam Rông,11.9000,108.1000,DC 180kW/60kW
VinFast - Go! Đà Lạt,Quảng trường Lâm Viên Đà Lạt,11.9350,108.4450,DC
VinFast - NQ Hữu Chánh,42/3 Hải Thượng Lãn Ông P.1 Bảo Lộc,11.5400,107.8050,AC 22kW
VinFast - Vincom Mega Mall Thảo Điền,161 Xa Lộ Hà Nội TP. Thủ Đức,10.8050,106.7450,DC 60kW (54 cổng)
VinFast - Vincom Center Đồng Khởi,72 Lê Thánh Tôn Q.1,10.7780,106.7020,DC 60kW/30kW
VinFast - PVOIL Phú Hữu,579 Võ Chí Công TP. Thủ Đức,10.8100,106.8000,DC 180kW
VinFast - Vinhomes Grand Park (Khu 10),512 Nguyễn Xiển Long Thạnh Mỹ Thủ Đức,10.8350,106.8350,DC 60kW (54 cổng)
VinFast - VP3C+972 Hiệp Bình Phước,Hiệp Bình Phước Thủ Đức,10.8531,106.7210,DC
VinFast - 15 Cộng Hòa,15 Cộng Hòa P.4 Tân Bình,10.8008,106.6581,DC
VinFast - 9 Đinh Tiên Hoàng,Đa Kao Quận 1,10.7878,106.7001,DC
VinFast - 71 Trần Trọng Cung,Tân Thuận Đông Quận 7,10.7436,106.7300,DC
VinFast - 1331/78 Lê Đức Thọ,P.14 Gò Vấp,10.8578,106.6475,DC
VinFast - Vincom Đồng Khởi,72 Lê Thánh Tôn Bến Nghé Q.1,10.7761,106.7020,DC
VinFast - Vincom 3/2,3C Đường 3/2 P.11 Q.10,10.7761,106.6780,DC
VinFast - Vincom Saigonres,188 Nguyễn Xí P.26 Bình Thạnh,10.8100,106.7050,DC
VinFast - Vincom Phan Văn Trị,12 Phan Văn Trị P.7 Gò Vấp,10.8250,106.6900,DC
VinFast - Vincom Cộng Hòa,15-17 Cộng Hòa Tân Bình,10.8006,106.6580,DC
VinFast - The Adora Center,431 Hoàng Văn Thụ Tân Bình,10.7950,106.6550,DC 60kW
VinFast - PVOIL Số 58,KP 1B Thuận An (Giáp ranh),10.9200,106.7000,DC 60kW
VinFast - PVOIL Số 62,191 Hưng Phước Hưng Định Thuận An,10.9400,106.7100,DC 180kW/60kW
VinFast - Go! Dĩ An,QL1K Đông Hòa Dĩ An,10.8900,106.7700,DC 30kW
VinFast - Vincom Dĩ An,3 ĐT743B Dĩ An Bình Dương,10.9000,106.7800,DC 250kW
VinFast - Bãi xe Auto Tuấn Phong,87/2 Bờ Bao Tân Thắng Tân Phú,10.7950,106.6150,DC 60kW
VinFast - Showroom VinFast Vũng Tàu,55 Đường 30/4 P. Rạch Dừa Vũng Tàu,10.3700,107.1000,DC 180kW/30kW
VinFast - IBIS Styles Vũng Tàu,117 Thùy Vân P. Thắng Tam,10.3400,107.0800,DC 250kW/60kW
VinFast - PVOIL Số 3 Vũng Tàu,Nguyễn Thiện Thuật P. Thắng Nhất,10.3800,107.1100,DC 60kW
VinFast - PVOIL Xuyên Mộc (Số 8),QL55 Xã Phước Thuận Xuyên Mộc,10.5000,107.4500,DC 180kW
VinFast - PVOIL Số 23 Phú Mỹ,Đường Hội Bài - Châu Pha Tóc Tiên,10.5500,107.0800,DC 180kW
VinFast - PVOIL Số 07 Phú Mỹ,QL51 P. Mỹ Xuân Phú Mỹ,10.6000,107.0500,DC 180kW
VinFast - GO! Bà Rịa,Lê Thành Duy P. Phước Hiệp Bà Rịa,10.4900,107.1700,DC 30kW
VinFast - PVOIL Số 06 Bà Rịa,QL51 P. Kim Dinh Bà Rịa,10.4700,107.1500,DC 180kW
VinFast - Bãi xe Phạm Mẫn,Đất Đỏ BRVT,10.4500,107.2700,DC 60kW
VinFast - CAFE HUFU,QL55 TT. Đất Đỏ,10.4600,107.2800,DC 120kW/60kW
VinFast - Bãi xe Minh Anh 2,ĐT 52 Xã Hòa Long Bà Rịa,10.5200,107.1900,DC 60kW
VinFast - Bãi xe Marina Bay,115 Trần Phú P.5 Vũng Tàu,10.3600,107.0600,DC 60kW
VinFast - PVOIL Số 58,KP 1B Thuận An Bình Dương,10.920,106.700,DC 60kW
VinFast - PVOIL Số 62,191 Hưng Phước Thuận An Bình Dương,10.940,106.710,DC 180kW
VinFast - Vincom Plaza Dĩ An,3 ĐT743B Dĩ An Bình Dương,10.900,106.780,DC 250kW
VinFast - Vincom Plaza Biên Hòa,1096 Phạm Văn Thuận Đồng Nai,10.950,106.820,DC 250kW
VinFast - Big C Đồng Nai,833 Xa Lộ Hà Nội Đồng Nai,10.930,106.850,DC 30kW
VinFast - PVOIL Số 32,Hùng Vương Nhơn Trạch Đồng Nai,10.700,106.880,DC 60kW
VinFast - Vincom Tây Ninh,444 Đường 30/4 P.3 Tây Ninh,11.310,106.100,DC 30kW
VinFast - PVOIL Số 1 Tây Ninh,QL22B Long Thành Nam Tây Ninh,11.280,106.120,DC 60kW
VinFast - PVOIL Số 9 Tây Ninh,132 Tỉnh Lộ 784 Tây Ninh,11.330,106.130,DC
VinFast - GSM Bình Phước,P. Tân Đồng Đồng Xoài Bình Phước,11.530,106.900,DC 60kW
VinFast - Bãi xe Tân Phước,ĐT 753 Đồng Phú Bình Phước,11.550,106.950,DC 60kW
VinFast - NQ Hồng Thanh Vân,605 Nguyễn Huệ Đồng Xoài Bình Phước,11.540,106.910,AC 7.4kW
